plant symbol,plant scientific name,plant common name,native states (separated by '*'),duration,growth habit,growth period,growth rate,moisture use,adapted to coarse soil,adapted to fine soil,adapted to medium soil,drought tolerance,shade tolerance,temp min (�F),foliage color,flower conspicuous,flower color,bloom period
CAPA23,Carica papaya,papaya,Palau*Florida*Hawaii*Puerto Rico*Guam*U.S. Minor Outlying Islands*Virgin Islands*,Perennial*,Shrub*Tree*,Year Round*,Rapid,High,No,Yes,Yes,Low,Intolerant,32,White-Gray,Yes,White,Indeterminate
CAGI10,Carnegiea gigantea,saguaro,California*Arizona*,Perennial*,Tree*,Spring*Summer*,Rapid,Low,Yes,Yes,Yes,High,Intolerant,15,Yellow-Green,Yes,Orange,Early Spring
CAGI7,Carnegiea gigantea,saguaro,California*Arizona*,Perennial*,Tree*,Spring*Summer*,Rapid,Low,Yes,Yes,Yes,High,Intolerant,15,Yellow-Green,Yes,Orange,Early Spring
CAPA53,Carphephorus paniculatus,hairy chaffhead,North Carolina*Georgia*Florida*South Carolina*Alabama*,Perennial*,Forb/herb*,Spring*Summer*,Rapid,Low,No,Yes,Yes,Medium,Tolerant,7,Green,Yes,Purple,Late Summer
CACA18,Carpinus caroliniana,American hornbeam,Kentucky*Quebec*Oklahoma*Massachusetts*District of Columbia*Iowa*North Carolina*Connecticut*South Carolina*West Virginia*Wisconsin*Vermont*Virginia*Louisiana*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Rhode Island*Illinois*Missouri*Tennessee*Ohio*New Jersey*Arkansas*Delaware*Florida*Texas*Alabama*Minnesota*Mississippi*Maine*Michigan*,Perennial*,Shrub*Tree*,Spring*Summer*,Slow,Medium,Yes,No,Yes,Low,Tolerant,-34,Green,Yes,Orange,Mid Spring
CAAQ2,Carya aquatica,water hickory,North Carolina*Georgia*Kentucky*Florida*South Carolina*Texas*Alabama*Indiana*Oklahoma*Illinois*Missouri*Tennessee*Mississippi*Virginia*Arkansas*Louisiana*,Perennial*,Tree*,Spring*Summer*,Slow,Medium,Yes,Yes,Yes,Medium,Intermediate,-18,Green,No,Yellow,Mid Spring
CACO15,Carya cordiformis,bitternut hickory,Kentucky*Quebec*Oklahoma*Massachusetts*District of Columbia*Iowa*North Carolina*Connecticut*South Carolina*West Virginia*Wisconsin*Nebraska*Vermont*Virginia*Louisiana*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Rhode Island*Illinois*Missouri*Tennessee*Ohio*New Jersey*Arkansas*Delaware*Florida*Texas*Alabama*Minnesota*Mississippi*Kansas*Maine*Michigan*,Perennial*,Tree*,Spring*Summer*,Slow,Medium,Yes,Yes,Yes,High,Intolerant,-47,Green,No,Green,Mid Spring
CAGL8,Carya glabra,pignut hickory,Kentucky*Oklahoma*Massachusetts*District of Columbia*North Carolina*Connecticut*South Carolina*West Virginia*Vermont*Virginia*Louisiana*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Rhode Island*Illinois*Missouri*Tennessee*Ohio*Arkansas*Delaware*Florida*Texas*Alabama*Mississippi*Kansas*New Jersey*Michigan*,Perennial*,Tree*,Spring*Summer*,Slow,Medium,Yes,No,Yes,High,Intermediate,-30,Green,No,Yellow,Mid Spring
CAIL2,Carya illinoinensis,pecan,Kentucky*Oklahoma*Iowa*North Carolina*South Carolina*Virginia*Louisiana*Georgia*Maryland*Indiana*Illinois*Missouri*Tennessee*Ohio*Arkansas*Florida*Texas*Alabama*Mississippi*Kansas*,Perennial*,Tree*,Spring*Summer*,Slow,High,Yes,Yes,Yes,Low,Intolerant,-21,Yellow-Green,No,Yellow,Early Spring
CALA21,Carya laciniosa,shellbark hickory,Kentucky*Oklahoma*District of Columbia*Iowa*North Carolina*South Carolina*West Virginia*Virginia*Louisiana*Georgia*Maryland*Pennsylvania*Indiana*New York*Ontario*Illinois*Missouri*Tennessee*Ohio*Arkansas*Delaware*Texas*Alabama*Mississippi*Kansas*Maine*Michigan*,Perennial*,Tree*,Spring*Summer*,Slow,High,Yes,No,Yes,Low,Tolerant,-22,Green,No,Yellow,Mid Spring
CAMY,Carya myristiciformis,nutmeg hickory,North Carolina*Georgia*South Carolina*Texas*Alabama*Oklahoma*Mississippi*Arkansas*Louisiana*,Perennial*,Tree*,Spring*Summer*,Slow,Medium,No,Yes,Yes,Low,Intolerant,-10,Green,No,Yellow,Mid Spring
CAOV2,Carya ovata,shagbark hickory,Kentucky*Quebec*Oklahoma*Massachusetts*District of Columbia*Iowa*North Carolina*Connecticut*South Carolina*West Virginia*Wisconsin*Nebraska*Vermont*Virginia*Louisiana*North Dakota*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Rhode Island*Illinois*Missouri*Tennessee*Ohio*New Jersey*Arkansas*Delaware*Texas*Alabama*Minnesota*Mississippi*Kansas*Maine*Michigan*,Perennial*,Tree*,Spring*Summer*,Slow,Medium,Yes,Yes,Yes,Medium,Intermediate,-40,Green,Yes,Yellow,Late Spring
CATO6,Carya tomentosa,mockernut hickory,Kentucky*Oklahoma*Massachusetts*District of Columbia*Iowa*North Carolina*Connecticut*South Carolina*West Virginia*Virginia*Louisiana*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Rhode Island*Illinois*Missouri*Tennessee*Ohio*Arkansas*Delaware*Florida*Texas*Alabama*Mississippi*Kansas*New Jersey*Michigan*,Perennial*,Tree*,Spring*Summer*,Slow,Medium,Yes,Yes,Yes,Medium,Intermediate,-33,Green,No,Yellow,Mid Spring
CAAL27,Carya tomentosa,mockernut hickory,Kentucky*Oklahoma*Massachusetts*District of Columbia*Iowa*North Carolina*Connecticut*South Carolina*West Virginia*Virginia*Louisiana*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Rhode Island*Illinois*Missouri*Tennessee*Ohio*Arkansas*Delaware*Florida*Texas*Alabama*Mississippi*Kansas*New Jersey*Michigan*,Perennial*,Tree*,Spring*Summer*,Slow,Medium,Yes,Yes,Yes,Medium,Intermediate,-33,Green,No,Yellow,Mid Spring
CATE11,Cassiope tetragona,white arctic mountain heather,Alberta*British Columbia*Alaska*Northwest Territories*Montana*Washington*Quebec*Yukon*Nunavut*Labrador*,Perennial*,Shrub*Subshrub*,Summer*,Slow,Medium,Yes,No,Yes,Medium,Intolerant,-43,Green,Yes,White,Late Spring
CADE12,Castanea dentata,American chestnut,Kentucky*Massachusetts*District of Columbia*Iowa*North Carolina*Connecticut*South Carolina*West Virginia*Wisconsin*Vermont*Virginia*Louisiana*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Rhode Island*Illinois*Missouri*Tennessee*Ohio*New Jersey*Delaware*Florida*Alabama*Mississippi*Maine*Michigan*,Perennial*,Tree*,Spring*,Rapid,Medium,No,No,Yes,Medium,Intolerant,-33,Yellow-Green,No,White,Early Summer
CAMO83,Castanea mollissima,Chinese chestnut,North Carolina*Georgia*Kentucky*Florida*Connecticut*Pennsylvania*Alabama*New York*Rhode Island*Illinois*Massachusetts*District of Columbia*Tennessee*Mississippi*New Jersey*Virginia*,Perennial*,Tree*,Spring*Summer*,Rapid,Medium,Yes,No,Yes,Low,Intolerant,-20,Green,Yes,Yellow,Mid Spring
CAPU9,Castanea pumila,chinquapin,Kentucky*Oklahoma*Massachusetts*District of Columbia*North Carolina*South Carolina*West Virginia*Virginia*Louisiana*Georgia*Maryland*Pennsylvania*Indiana*New York*Missouri*Tennessee*Ohio*Arkansas*Delaware*Florida*Texas*Alabama*Mississippi*New Jersey*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,Low,Yes,No,Yes,High,Intermediate,-20,Green,No,Yellow,Spring
CAAN7,Castilleja angustifolia,northwestern Indian paintbrush,Washington*Arizona*Montana*Utah*Nevada*Oregon*California*Idaho*Wyoming*Colorado*South Dakota*New Mexico*,Perennial*,Forb/herb*Subshrub*,Spring*Summer*,Moderate,Medium,No,No,Yes,Medium,Tolerant,-33,Green,Yes,Red,Mid Spring
CAAP4,Castilleja applegatei,wavyleaf Indian paintbrush,Utah*Oregon*Nevada*California*Idaho*Wyoming*,Perennial*,Forb/herb*Subshrub*,Spring*Summer*,Slow,Low,No,Yes,Yes,High,Intolerant,-28,Green,Yes,Red,Late Spring
CACO17,Castilleja coccinea,scarlet Indian paintbrush,Kentucky*Oklahoma*Massachusetts*Iowa*Saskatchewan*North Carolina*Connecticut*South Carolina*West Virginia*Manitoba*Wisconsin*Virginia*Louisiana*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Rhode Island*Illinois*Missouri*Tennessee*Ohio*New Jersey*Arkansas*Delaware*Florida*Alabama*Minnesota*Nova Scotia*Mississippi*Kansas*Maine*Michigan*,Annual*,Forb/herb*,Spring*Summer*,Rapid,Medium,No,No,Yes,Low,Tolerant,-28,Green,Yes,Red,Mid Spring
CAHI9,Castilleja hispida,harsh Indian paintbrush,Alberta*British Columbia*Washington*Montana*Nevada*Oregon*California*Idaho*,Perennial*,Forb/herb*Subshrub*,Spring*Summer*,Rapid,Low,Yes,No,Yes,High,Intolerant,-22,Yellow-Green,Yes,Red,Mid Spring
CACU8,Casuarina cunninghamiana,river sheoak,Florida*Puerto Rico*,Perennial*,Tree*,Spring*Summer*Fall*,Rapid,Medium,Yes,No,Yes,Low,Intolerant,22,Green,No,Red,Mid Spring
CAEQ,Casuarina equisetifolia,beach sheoak,Palau*Florida*Hawaii*Puerto Rico*Guam*U.S. Minor Outlying Islands*Virgin Islands*,Perennial*,Tree*,Spring*Summer*Fall*,Rapid,Medium,Yes,No,Yes,Low,Intolerant,22,Green,No,Red,Mid Spring
CAGL11,Casuarina glauca,gray sheoak,Guam*Florida*U.S. Minor Outlying Islands*Hawaii*,Perennial*,Tree*,Spring*Summer*Fall*,Rapid,Medium,Yes,No,Yes,Low,Intolerant,17,Green,No,Red,Mid Spring
CABI8,Catalpa bignonioides,southern catalpa,Kentucky*California*Oklahoma*Massachusetts*District of Columbia*Iowa*North Carolina*Arizona*Connecticut*South Carolina*West Virginia*Vermont*Virginia*Louisiana*North Dakota*Georgia*Maryland*Oregon*Pennsylvania*Indiana*New York*Ontario*Rhode Island*Illinois*Missouri*Tennessee*Ohio*New Jersey*Arkansas*Delaware*Florida*Utah*Texas*Alabama*Mississippi*Kansas*Maine*Michigan*,Perennial*,Tree*,Spring*,Rapid,Low,Yes,No,Yes,Medium,Intermediate,-18,Green,Yes,White,Mid Spring
CASP8,Catalpa speciosa,northern catalpa,Kentucky*Oklahoma*Massachusetts*District of Columbia*Iowa*North Carolina*Connecticut*South Carolina*West Virginia*Wisconsin*Nebraska*South Dakota*Virginia*Louisiana*North Dakota*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Rhode Island*Illinois*Missouri*Tennessee*Colorado*Ohio*New Jersey*Arkansas*Utah*Texas*Alabama*Minnesota*Mississippi*Kansas*Maine*New Mexico*Michigan*,Perennial*,Tree*,Spring*,Rapid,Low,Yes,No,Yes,Medium,Intolerant,-38,Dark Green,Yes,White,Early Summer
CAER2,Cathestecum erectum,false grama,Arizona*Texas*,Perennial*,Graminoid*,Spring*Summer*,Moderate,Low,Yes,No,Yes,High,Intolerant,7,Green,No,Yellow,Mid Summer
CATH2,Caulophyllum thalictroides,blue cohosh,Kentucky*Quebec*Oklahoma*Massachusetts*Iowa*North Carolina*Connecticut*South Carolina*West Virginia*Manitoba*Wisconsin*Nebraska*South Dakota*Vermont*Virginia*North Dakota*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Rhode Island*Illinois*Missouri*Tennessee*Ohio*New Jersey*Arkansas*Delaware*New Brunswick*Alabama*Minnesota*Nova Scotia*Kansas*Maine*Michigan*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,Medium,No,No,Yes,Low,Tolerant,-33,Green,No,Purple,Mid Summer
CEAM,Ceanothus americanus,New Jersey tea,Kentucky*Quebec*Oklahoma*Massachusetts*District of Columbia*Iowa*North Carolina*Connecticut*South Carolina*West Virginia*Wisconsin*Nebraska*Vermont*Virginia*Louisiana*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Rhode Island*Illinois*Missouri*Tennessee*Ohio*New Jersey*Arkansas*Delaware*Florida*Texas*Alabama*Minnesota*Mississippi*Kansas*Maine*Michigan*,Perennial*,Shrub*Subshrub*,Spring*Summer*,Slow,Low,Yes,No,Yes,High,Tolerant,-28,Green,No,Blue,Late Spring
CECO,Ceanothus cordulatus,whitethorn ceanothus,California*Oregon*Nevada*,Perennial*,Shrub*,Spring*Summer*,Slow,Low,Yes,No,Yes,High,Intolerant,-23,Green,Yes,White,Early Summer
CECU,Ceanothus cuneatus,buckbrush,California*Oregon*,Perennial*,Shrub*,Spring*Summer*,Moderate,Medium,Yes,Yes,Yes,High,Intolerant,-13,Green,Yes,White,Early Summer
CEFL4,Ceanothus �flexilis,flexible ceanothus,California*,Perennial*,Shrub*,Spring*Summer*,Moderate,Low,Yes,No,Yes,High,Tolerant,-23,Dark Green,Yes,Blue,Early Summer
CEFR,Ceanothus fresnensis,Fresno mat,California*,Perennial*,Shrub*Subshrub*,Spring*Summer*,Slow,Low,Yes,No,Yes,High,Tolerant,-23,Gray-Green,Yes,Blue,Late Spring
CEGR,Ceanothus greggii,desert ceanothus,Arizona*Utah*Texas*Nevada*California*New Mexico*,Perennial*,Shrub*,Spring*Summer*,Moderate,Low,Yes,Yes,Yes,High,Intolerant,-13,Gray-Green,Yes,Blue,Early Spring
CEIN3,Ceanothus integerrimus,deerbrush,Washington*Arizona*Oregon*California*New Mexico*,Perennial*,Shrub*,Spring*Summer*,Moderate,Low,Yes,Yes,Yes,High,Intolerant,-13,Green,Yes,White,Late Spring
CEME,Ceanothus megacarpus,bigpod ceanothus,California*,Perennial*,Shrub*,Summer*Fall*,Moderate,Low,Yes,No,Yes,High,Intolerant,24,Green,Yes,White,Late Winter
CEPA2,Ceanothus papillosus,wartleaf ceanothus,California*,Perennial*,Shrub*,Spring*Summer*,Moderate,Low,Yes,No,Yes,High,Intermediate,24,Green,Yes,Blue,Early Spring
CEPR,Ceanothus prostratus,prostrate ceanothus,Washington*Oregon*Nevada*California*Idaho*,Perennial*,Shrub*Subshrub*,Spring*Summer*,Slow,Low,Yes,No,Yes,High,Tolerant,-23,Dark Green,No,Purple,Early Spring
CESA,Ceanothus sanguineus,redstem ceanothus,British Columbia*Washington*Montana*Oregon*California*Idaho*South Dakota*Michigan*,Perennial*,Shrub*,Spring*Summer*,Slow,High,Yes,No,Yes,Medium,Intermediate,-13,Dark Green,Yes,White,Mid Spring
CEVE,Ceanothus velutinus,snowbrush ceanothus,Alberta*British Columbia*Washington*Montana*Utah*Nevada*Oregon*California*Idaho*Wyoming*Colorado*South Dakota*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,Medium,Yes,No,Yes,Low,Intolerant,-23,Green,Yes,White,Early Summer
CESC9,Cecropia schreberiana,pumpwood,Virgin Islands*Puerto Rico*,Perennial*,Tree*,Spring*Summer*Fall*,Rapid,Medium,Yes,Yes,Yes,Medium,Intolerant,50,Green,Yes,Yellow,Late Winter
CEOD,Cedrela odorata,Spanish cedar,Virgin Islands*Puerto Rico*,Perennial*,Tree*,Spring*Summer*Fall*,Rapid,Medium,No,Yes,Yes,High,Intolerant,27,Green,Yes,Green,Indeterminate
CEDE2,Cedrus deodara,Deodar cedar,North Carolina*Georgia*South Carolina*,Perennial*,Tree*,Spring*,Rapid,Low,Yes,Yes,Yes,High,Tolerant,-15,Dark Green,No,Green,Late Summer
CEPE2,Ceiba pentandra,kapoktree,Guam*Virgin Islands*Palau*Puerto Rico*,Perennial*,Shrub*Tree*,Fall*,Rapid,Low,Yes,Yes,Yes,Low,Tolerant,40,Green,Yes,White,Winter
CEOR7,Celastrus orbiculatus,Oriental bittersweet,Kentucky*Maine*Quebec*Massachusetts*District of Columbia*Iowa*North Carolina*Connecticut*South Carolina*West Virginia*Wisconsin*Vermont*Virginia*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Rhode Island*Illinois*Tennessee*Ohio*Arkansas*Delaware*New Brunswick*New Jersey*Michigan*,Perennial*,Vine*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Medium,Tolerant,-38,Green,No,White,Spring
CESC,Celastrus scandens,American bittersweet,Kentucky*Quebec*Oklahoma*Massachusetts*District of Columbia*Iowa*Saskatchewan*North Carolina*Connecticut*South Carolina*West Virginia*Manitoba*Wisconsin*Nebraska*South Dakota*Vermont*Virginia*Louisiana*North Dakota*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Rhode Island*Illinois*Wyoming*Missouri*Tennessee*Ohio*New Jersey*Arkansas*Delaware*Montana*New Brunswick*Texas*Alabama*Minnesota*Mississippi*Kansas*Maine*Michigan*,Perennial*,Vine*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Medium,Tolerant,-38,Green,No,White,Spring
CEEH,Celtis ehrenbergiana,spiny hackberry,Texas*Arizona*New Mexico*Florida*,Perennial*,Shrub*Tree*,Summer*Fall*,Slow,Low,Yes,No,Yes,High,Intolerant,-3,Green,No,Red,Spring
CEPA8,Celtis ehrenbergiana,spiny hackberry,Texas*Arizona*New Mexico*Florida*,Perennial*,Shrub*Tree*,Summer*Fall*,Slow,Low,Yes,No,Yes,High,Intolerant,-3,Green,No,Red,Spring
CELA,Celtis laevigata,sugarberry,Kentucky*Washington*California*Oklahoma*District of Columbia*North Carolina*Arizona*South Carolina*Nevada*West Virginia*Virginia*Louisiana*Georgia*Maryland*Oregon*Indiana*Idaho*Illinois*Wyoming*Missouri*Tennessee*Colorado*Ohio*Arkansas*Florida*Utah*Texas*Alabama*Mississippi*Kansas*New Mexico*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,High,No,Yes,Yes,Low,Tolerant,-21,Green,No,Green,Early Spring
CELAR,Celtis laevigata,netleaf hackberry,Washington*Arizona*Utah*Nevada*Oregon*Texas*California*Idaho*Oklahoma*Wyoming*Colorado*Kansas*New Mexico*Louisiana*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,Low,Yes,No,Yes,High,Intolerant,-42,Green,No,Green,Mid Spring
CEOC,Celtis occidentalis,common hackberry,Kentucky*Quebec*Oklahoma*Massachusetts*District of Columbia*Iowa*North Carolina*Connecticut*South Carolina*West Virginia*Manitoba*Wisconsin*Nebraska*South Dakota*Vermont*Virginia*North Dakota*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Rhode Island*Illinois*Wyoming*Missouri*Tennessee*Colorado*Ohio*Arkansas*Delaware*Florida*Montana*Utah*Texas*Alabama*Minnesota*Mississippi*Kansas*New Jersey*New Mexico*Michigan*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,Low,Yes,Yes,Yes,High,Tolerant,-47,Green,No,Green,Mid Spring
CEEX,Centaurium exaltatum,desert centaury,British Columbia*Washington*Arizona*Montana*Utah*Nevada*Oregon*California*Idaho*Wyoming*Nebraska*Colorado*,Annual*,Forb/herb*,Summer*,Rapid,Medium,Yes,No,Yes,Low,Intolerant,52,Green,Yes,White,Late Spring
CEOC2,Cephalanthus occidentalis,common buttonbush,Kentucky*Quebec*California*Oklahoma*Massachusetts*District of Columbia*Iowa*Prince Edward Island*North Carolina*Arizona*Connecticut*South Carolina*West Virginia*Wisconsin*Nebraska*Vermont*Virginia*Louisiana*Georgia*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Rhode Island*Illinois*Missouri*Tennessee*Ohio*New Jersey*Arkansas*Delaware*Florida*New Brunswick*Texas*Alabama*Minnesota*Nova Scotia*Mississippi*Kansas*Maine*Michigan*,Perennial*,Shrub*Tree*,Spring*,Moderate,High,Yes,Yes,Yes,Medium,Tolerant,-33,Green,Yes,White,Summer
CEDE4,Ceratophyllum demersum,coon's tail,British Columbia*Kentucky*Washington*Quebec*California*Oklahoma*Massachusetts*District of Columbia*Iowa*Prince Edward Island*Saskatchewan*Alaska*North Carolina*Arizona*Connecticut*South Carolina*Nevada*West Virginia*Yukon*Wisconsin*Virgin Islands*Nebraska*Nunavut*South Dakota*Vermont*Virginia*Louisiana*Northwest Territories*Georgia*Maryland*North Dakota*Oregon*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Puerto Rico*Rhode Island*Idaho*Illinois*Wyoming*Missouri*Tennessee*Colorado*Ohio*New Jersey*Arkansas*Delaware*Alberta*Florida*Montana*Utah*Hawaii*New Brunswick*Texas*Alabama*Minnesota*Nova Scotia*Kansas*Mississippi*Manitoba*Maine*New Mexico*Michigan*,Perennial*,Forb/herb*,Summer*,Rapid,High,Yes,Yes,Yes,None,Intermediate,-38,Gray-Green,No,Blue,Summer
CECA4,Cercis canadensis,eastern redbud,Kentucky*Oklahoma*Massachusetts*District of Columbia*Iowa*North Carolina*Connecticut*South Carolina*West Virginia*Wisconsin*Nebraska*Virginia*Louisiana*Georgia*Maryland*Pennsylvania*Indiana*New York*Ontario*Illinois*Missouri*Tennessee*Ohio*Arkansas*Delaware*Florida*Texas*Alabama*Mississippi*Kansas*New Jersey*New Mexico*Michigan*,Perennial*,Shrub*Tree*,Spring*Summer*,Slow,Low,No,Yes,Yes,High,Tolerant,-28,Green,Yes,Purple,Spring
CECAT,Cercis canadensis,Texas redbud,Oklahoma*Texas*,Perennial*,Shrub*Tree*,Spring*,Rapid,Low,No,Yes,Yes,High,Tolerant,-8,Dark Green,Yes,Red,Early Spring
CELE3,Cercocarpus ledifolius,curl-leaf mountain mahogany,Washington*Arizona*Montana*Utah*Nevada*Oregon*California*Idaho*Wyoming*Colorado*,Perennial*,Shrub*Tree*,Spring*Summer*Fall*,Moderate,Low,Yes,No,Yes,High,Intermediate,-47,Green,Yes,Yellow,Early Spring
CEMO2,Cercocarpus montanus,alderleaf mountain mahogany,Arizona*Montana*Utah*Nevada*Oregon*Texas*California*Idaho*Oklahoma*Wyoming*Nebraska*Colorado*Kansas*South Dakota*New Mexico*,Perennial*,Shrub*Tree*,Spring*Summer*,Slow,Low,Yes,No,Yes,High,Intermediate,-41,Green,No,White,Late Spring
CHDO,Chaenactis douglasii,Douglas' dustymaiden,Alberta*British Columbia*Washington*Arizona*Montana*Utah*Nevada*Oregon*California*Idaho*Wyoming*Colorado*South Dakota*New Mexico*Saskatchewan*North Dakota*,Biennial*Perennial*,Forb/herb*,Spring*Summer*Fall*,Moderate,Low,Yes,No,Yes,Medium,Intermediate,-38,Green,Yes,White,Early Summer
CHJA2,Chaenomeles japonica,Maule's quince,Maryland*Montana*Pennsylvania*New York*Illinois*Nova Scotia*New Jersey*Vermont*,Perennial*,Shrub*,Spring*Summer*,Rapid,Medium,Yes,Yes,Yes,High,Intermediate,-43,Green,Yes,Orange,Early Spring
CHMI2,Chamaebatiaria millefolium,desert sweet,Arizona*Utah*Oregon*Nevada*California*Idaho*,Perennial*,Shrub*,Spring*Summer*Fall*,Moderate,Low,Yes,No,Yes,High,Intolerant,-23,Green,Yes,White,Mid Summer
CHFA2,Chamaecrista fasciculata,partridge pea,Kentucky*Oklahoma*Massachusetts*District of Columbia*Iowa*North Carolina*Connecticut*South Carolina*West Virginia*Wisconsin*Nebraska*South Dakota*Virginia*Louisiana*Georgia*Maryland*Pennsylvania*Indiana*New York*Rhode Island*Illinois*Missouri*Tennessee*Ohio*Arkansas*Delaware*Florida*Texas*Alabama*Minnesota*Mississippi*Kansas*New Jersey*New Mexico*Michigan*,Annual*,Forb/herb*,Spring*,Rapid,Medium,Yes,No,Yes,Medium,Tolerant,-3,Green,Yes,Yellow,Early Summer
CHLA,Chamaecyparis lawsoniana,Port Orford cedar,California*Oregon*,Perennial*,Tree*,Spring*Summer*,Moderate,Medium,Yes,Yes,Yes,Low,Tolerant,-12,Green,No,Blue,Mid Spring
CHTH2,Chamaecyparis thyoides,Atlantic white cedar,North Carolina*Georgia*Maryland*Florida*Connecticut*South Carolina*Pennsylvania*Alabama*New Hampshire*New York*Rhode Island*Massachusetts*Mississippi*Maine*Virginia*New Jersey*Delaware*,Perennial*,Tree*,Spring*Summer*,Moderate,Low,Yes,No,Yes,None,Intermediate,-36,Green,No,Green,Spring
CHCA2,Chamaedaphne calyculata,leatherleaf,British Columbia*Quebec*Massachusetts*Iowa*Prince Edward Island*Labrador*Saskatchewan*Alaska*North Carolina*Connecticut*South Carolina*Yukon*Wisconsin*Nunavut*Vermont*Northwest Territories*Maryland*Pennsylvania*Indiana*New Hampshire*New York*Ontario*Rhode Island*Illinois*Ohio*New Jersey*Newfoundland*Delaware*Alberta*New Brunswick*Minnesota*Nova Scotia*Manitoba*Maine*Michigan*,Perennial*,Shrub*,Spring*Summer*,Moderate,High,Yes,Yes,Yes,Low,Intermediate,-28,Yellow-Green,No,White,Early Spring
